date,symbol,side,price,shares,value,basis,gain,holding_days,rank
2026-08-03,NYKAA,BUY,344.9,64.08344344929198,22168.886304574524,,,,10
2026-08-03,BHARATFORG,BUY,2211.0,9.99655343539611,22168.886304574524,,,,11
2026-08-03,AEGISLOG,BUY,1388.3,15.920463621451272,22168.886304574524,,,,13
2026-08-03,FEDERALBNK,BUY,371.7,59.46295304186387,22168.886304574524,,,,14
2026-08-03,NEULANDLAB,BUY,19675.0,1.1233738066409555,22168.886304574524,,,,16
2026-09-01,KIRLOSENG,SELL,2138.3,15.11434130185456,32222.03901773834,21306.936319855853,10915.102697882488,183.0,81
2026-09-01,ADANIENSOL,SELL,1382.0,13.21808268176147,18212.588095395768,19840.203315455805,-1627.6152200600372,92.0,148
2026-09-01,BHARATFORG,SELL,2052.2,9.99655343539611,20453.38217923954,22168.68678459778,-1715.3046053582402,29.0,100
2026-09-01,APARINDS,BUY,17400.0,1.3539338173275193,23629.336430791212,,,,7
2026-09-01,WELSPUNLIV,BUY,198.41,118.73619485660419,23629.336430791212,,,,8
2026-09-01,DIVISLAB,BUY,9165.0,2.5704799150571565,23629.336430791212,,,,9
